NACA 0008
    1.000000       0.000000    
   0.9960121      0.1293435E-02
   0.9906983      0.1701574E-02
   0.9840178      0.2316165E-02
   0.9754763      0.3100598E-02
   0.9653111      0.4016854E-02
   0.9542381      0.5002999E-02
   0.9427932      0.6008793E-02
   0.9312182      0.7012221E-02
   0.9195994      0.8005771E-02
   0.9079651      0.8987188E-02
   0.8963244      0.9955905E-02
   0.8846803      0.1091188E-01
   0.8730339      0.1185521E-01
   0.8613854      0.1278603E-01
   0.8497352      0.1370449E-01
   0.8380834      0.1461069E-01
   0.8264302      0.1550473E-01
   0.8147757      0.1638670E-01
   0.8031200      0.1725664E-01
   0.7914632      0.1811459E-01
   0.7798055      0.1896057E-01
   0.7681470      0.1979457E-01
   0.7564878      0.2061656E-01
   0.7448280      0.2142647E-01
   0.7331678      0.2222424E-01
   0.7215073      0.2300976E-01
   0.7098467      0.2378291E-01
   0.6981860      0.2454355E-01
   0.6865254      0.2529149E-01
   0.6748650      0.2602654E-01
   0.6632049      0.2674849E-01
   0.6515453      0.2745708E-01
   0.6398863      0.2815203E-01
   0.6282281      0.2883305E-01
   0.6165707      0.2949982E-01
   0.6049144      0.3015196E-01
   0.5932593      0.3078911E-01
   0.5816055      0.3141084E-01
   0.5699531      0.3201671E-01
   0.5583024      0.3260626E-01
   0.5466535      0.3317897E-01
   0.5350066      0.3373430E-01
   0.5233618      0.3427169E-01
   0.5117194      0.3479052E-01
   0.5000795      0.3529016E-01
   0.4884423      0.3576992E-01
   0.4768081      0.3622908E-01
   0.4651771      0.3666689E-01
   0.4535495      0.3708255E-01
   0.4419255      0.3747519E-01
   0.4303055      0.3784394E-01
   0.4186898      0.3818784E-01
   0.4070786      0.3850590E-01
   0.3954723      0.3879707E-01
   0.3838712      0.3906023E-01
   0.3722759      0.3929422E-01
   0.3606866      0.3949777E-01
   0.3491040      0.3966959E-01
   0.3375284      0.3980826E-01
   0.3259605      0.3991231E-01
   0.3144010      0.3998017E-01
   0.3028505      0.4001014E-01
   0.2913099      0.4000045E-01
   0.2797801      0.3994916E-01
   0.2682620      0.3985422E-01
   0.2567569      0.3971342E-01
