#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.64970  0.35309  0.05962  1.28697  0.002578  0.000618 -0.000155     4.173
   0.66156  0.34125  0.06020  1.29138  0.002679  0.000605 -0.000228     4.427
   0.67339  0.32943  0.06072  1.29585  0.002686  0.000593 -0.000254     4.532
   0.68520  0.31763  0.06117  1.30043  0.002631  0.000580 -0.000261     4.535
   0.69698  0.30585  0.06155  1.30522  0.002538  0.000567 -0.000256     4.474
   0.70875  0.29409  0.06184  1.31031  0.002422  0.000554 -0.000239     4.370
   0.72048  0.28235  0.06206  1.31577  0.002289  0.000541 -0.000204     4.234
   0.73220  0.27064  0.06219  1.32163  0.002147  0.000526 -0.000145     4.077
   0.74388  0.25895  0.06223  1.32800  0.002004  0.000512 -0.000057     3.914
   0.75554  0.24730  0.06217  1.33493  0.001862  0.000497  0.000065     3.749
   0.76715  0.23569  0.06202  1.34245  0.001728  0.000481  0.000218     3.597
   0.77872  0.22412  0.06175  1.35057  0.001602  0.000464  0.000407     3.454
   0.79024  0.21260  0.06137  1.35921  0.001485  0.000447  0.000627     3.325
   0.80172  0.20114  0.06086  1.36817  0.001381  0.000429  0.000860     3.218
   0.81315  0.18973  0.06023  1.37739  0.001286  0.000412  0.001113     3.124
   0.82451  0.17839  0.05946  1.38686  0.001195  0.000394  0.001408     3.035
   0.83581  0.16713  0.05854  1.39622  0.001114  0.000376  0.001710     2.961
   0.84704  0.15595  0.05746  1.40536  0.001041  0.000359  0.002019     2.899
   0.85819  0.14487  0.05622  1.41436  0.000972  0.000342  0.002362     2.841
   0.86927  0.13389  0.05480  1.42285  0.000910  0.000326  0.002706     2.794
   0.88026  0.12302  0.05319  1.43079  0.000853  0.000309  0.003045     2.757
   0.89115  0.11227  0.05139  1.43832  0.000799  0.000293  0.003406     2.725
   0.90193  0.10168  0.04939  1.44517  0.000751  0.000278  0.003742     2.703
   0.91258  0.09126  0.04718  1.45175  0.000704  0.000262  0.004099     2.685
   0.92307  0.08105  0.04476  1.45829  0.000655  0.000246  0.004539     2.664
   0.93334  0.07112  0.04213  1.46411  0.000611  0.000230  0.004952     2.653
   0.94327  0.06160  0.03932  1.46999  0.000565  0.000214  0.005472     2.638
   0.95268  0.05266  0.03638  1.47528  0.000521  0.000198  0.006015     2.629
   0.96145  0.04443  0.03336  1.48036  0.000478  0.000182  0.006644     2.621
   0.96953  0.03695  0.03030  1.48528  0.000433  0.000167  0.007543     2.599
   0.97683  0.03031  0.02726  1.48863  0.000388  0.000152  0.008860     2.557
   0.98316  0.02468  0.02438  1.48749  0.000353  0.000139  0.009868     2.544
   0.98848  0.02006  0.02174  1.48491  0.000321  0.000127  0.011056     2.524
   0.99296  0.01628  0.01934  1.48000  0.000298  0.000117  0.011772     2.534
   0.99681  0.01311  0.01714  1.47610  0.000276  0.000108  0.012363     2.554
   1.00022  0.01040  0.01507  1.47453  0.000256  0.000099  0.012834     2.589
   1.00330  0.00806  0.01308  1.47664  0.000221  0.000088  0.016084     2.516
   1.00606  0.00606  0.01117  1.46772  0.000192  0.000079  0.019972     2.439
   1.00852  0.00442  0.00935  1.44447  0.000173  0.000072  0.022435     2.411
   1.01068  0.00309  0.00764  1.41582  0.000161  0.000066  0.022963     2.441
   1.01260  0.00203  0.00604  1.39109  0.000145  0.000059  0.024883     2.448
   1.01428  0.00121  0.00457  1.36335  0.000127  0.000052  0.028627     2.422
   1.01578  0.00062  0.00320  1.32056  0.000109  0.000046  0.034387     2.359
   1.01714  0.00023  0.00189  1.25469  0.000097  0.000041  0.036586     2.358
   1.01842  0.00003  0.00063  1.16012  0.000083  0.000037  0.043179     2.262
   1.01967  0.00003 -0.00063  1.01071  0.000079  0.000036  0.040837     2.225
   1.02095  0.00023 -0.00189  0.83373  0.000081  0.000037  0.034166     2.194
   1.02232  0.00062 -0.00320  0.65487  0.000087  0.000039  0.024419     2.216
   1.02382  0.00121 -0.00457  0.48356  0.000092  0.000042  0.017495     2.183
   1.02550  0.00203 -0.00604  0.32380  0.000105  0.000047  0.009837     2.231
   1.02741  0.00309 -0.00764  0.18010  0.000110  0.000050  0.005337     2.210
   1.02958  0.00442 -0.00935  0.04616  0.000131  0.000059  0.001127     2.230
   1.03203  0.00606 -0.01117 -0.07430  0.000131  0.000059  0.001813     2.230
   1.03480  0.00806 -0.01308 -0.18965  0.000148  0.000066  0.004024     2.253
   1.03787  0.01040 -0.01507 -0.28140  0.000172  0.000076  0.005057     2.270
   1.04128  0.01311 -0.01714 -0.37050  0.000178  0.000080  0.006672     2.230
   1.04514  0.01628 -0.01934 -0.45092  0.000200  0.000087  0.006789     2.294
   1.04961  0.02006 -0.02174 -0.52594  0.000215  0.000095  0.007587     2.264
   1.05493  0.02468 -0.02438 -0.59808  0.000239  0.000104  0.007523     2.297
   1.06126  0.03031 -0.02726 -0.66671  0.000261  0.000114  0.007736     2.291
   1.06856  0.03695 -0.03030 -0.72763  0.000291  0.000125  0.007362     2.319
   1.07664  0.04443 -0.03336 -0.78012  0.000320  0.000138  0.007170     2.322
   1.08541  0.05266 -0.03638 -0.82621  0.000349  0.000150  0.006897     2.330
   1.09483  0.06160 -0.03932 -0.86658  0.000379  0.000162  0.006625     2.337
   1.10475  0.07112 -0.04213 -0.90054  0.000411  0.000175  0.006252     2.352
   1.11502  0.08105 -0.04476 -0.92903  0.000443  0.000188  0.005930     2.361
   1.12551  0.09126 -0.04718 -0.95404  0.000472  0.000200  0.005709     2.363
   1.13616  0.10168 -0.04939 -0.97532  0.000502  0.000212  0.005430     2.373
   1.14695  0.11227 -0.05139 -0.99288  0.000535  0.000224  0.005124     2.386
   1.15784  0.12302 -0.05319 -1.00767  0.000566  0.000236  0.004861     2.397
   1.16883  0.13389 -0.05480 -1.02007  0.000598  0.000248  0.004607     2.407
   1.17990  0.14487 -0.05622 -1.03031  0.000631  0.000261  0.004356     2.420
   1.19106  0.15595 -0.05746 -1.03839  0.000666  0.000274  0.004091     2.436
   1.20228  0.16713 -0.05854 -1.04483  0.000702  0.000286  0.003852     2.450
   1.21358  0.17839 -0.05946 -1.05058  0.000733  0.000299  0.003684     2.456
   1.22495  0.18973 -0.06023 -1.05398  0.000775  0.000312  0.003401     2.482
   1.23637  0.20114 -0.06086 -1.05720  0.000809  0.000325  0.003245     2.489
   1.24785  0.21260 -0.06137 -1.05965  0.000844  0.000338  0.003082     2.499
   1.25938  0.22412 -0.06175 -1.06109  0.000883  0.000351  0.002900     2.515
   1.27095  0.23569 -0.06202 -1.06201  0.000921  0.000364  0.002743     2.529
   1.28256  0.24730 -0.06217 -1.06274  0.000956  0.000377  0.002621     2.537
   1.29421  0.25895 -0.06223 -1.06244  0.000998  0.000390  0.002454     2.557
   1.30589  0.27064 -0.06219 -1.06243  0.001032  0.000403  0.002359     2.563
   1.31761  0.28235 -0.06206 -1.06168  0.001073  0.000416  0.002227     2.579
   1.32935  0.29409 -0.06184 -1.06062  0.001114  0.000429  0.002106     2.594
   1.34111  0.30585 -0.06155 -1.05973  0.001149  0.000442  0.002024     2.601
   1.35290  0.31763 -0.06117 -1.05814  0.001193  0.000455  0.001905     2.620
   1.36470  0.32943 -0.06072 -1.05661  0.001232  0.000468  0.001815     2.632
   1.37654  0.34125 -0.06020 -1.05450  0.001279  0.000482  0.001699     2.655
   1.38839  0.35309 -0.05962 -1.05247  0.001322  0.000495  0.001612     2.670
   1.40027  0.36495 -0.05897 -1.05023  0.001366  0.000509  0.001523     2.687
   1.41217  0.37682 -0.05827 -1.04778  0.001414  0.000522  0.001434     2.707
   1.42408  0.38872 -0.05751 -1.04534  0.001459  0.000536  0.001357     2.724
   1.43602  0.40063 -0.05671 -1.04270  0.001507  0.000549  0.001277     2.744
   1.44797  0.41255 -0.05585 -1.04016  0.001552  0.000563  0.001213     2.759
   1.45995  0.42449 -0.05496 -1.03732  0.001605  0.000577  0.001134     2.783
   1.47194  0.43644 -0.05402 -1.03460  0.001653  0.000590  0.001073     2.801
   1.48394  0.44841 -0.05304 -1.03187  0.001701  0.000603  0.001015     2.819
   1.49596  0.46038 -0.05203 -1.02899  0.001754  0.000617  0.000952     2.842
   1.50799  0.47237 -0.05099 -1.02618  0.001805  0.000631  0.000897     2.862
   1.52003  0.48436 -0.04992 -1.02340  0.001855  0.000644  0.000849     2.880
   1.53209  0.49637 -0.04882 -1.02059  0.001908  0.000658  0.000799     2.900
   1.54415  0.50838 -0.04770 -1.01774  0.001962  0.000671  0.000749     2.923
   1.55622  0.52040 -0.04655 -1.01493  0.002017  0.000685  0.000704     2.945
   1.56831  0.53243 -0.04538 -1.01212  0.002073  0.000698  0.000660     2.968
   1.58041  0.54447 -0.04419 -1.00927  0.002132  0.000712  0.000614     2.994
   1.59252  0.55652 -0.04298 -1.00649  0.002189  0.000726  0.000574     3.017
   1.60464  0.56858 -0.04176 -1.00372  0.002249  0.000739  0.000534     3.043
   1.61678  0.58065 -0.04053 -1.00098  0.002309  0.000752  0.000497     3.068
   1.62892  0.59273 -0.03929 -0.99831  0.002367  0.000766  0.000465     3.091
   1.64107  0.60481 -0.03804 -0.99567  0.002426  0.000779  0.000434     3.115
   1.65323  0.61691 -0.03678 -0.99306  0.002487  0.000792  0.000403     3.140
   1.66539  0.62901 -0.03551 -0.99050  0.002548  0.000805  0.000375     3.165
   1.67757  0.64111 -0.03425 -0.98799  0.002608  0.000818  0.000349     3.189
   1.68975  0.65323 -0.03297 -0.98553  0.002669  0.000831  0.000324     3.213
   1.70192  0.66534 -0.03170 -0.98308  0.002732  0.000843  0.000299     3.239
   1.71410  0.67745 -0.03043 -0.98071  0.002794  0.000856  0.000277     3.263
   1.72627  0.68956 -0.02917 -0.97837  0.002857  0.000869  0.000255     3.289
   1.73844  0.70165 -0.02790 -0.97610  0.002919  0.000881  0.000236     3.313
   1.75059  0.71374 -0.02665 -0.97387  0.002980  0.000893  0.000218     3.336
   1.76274  0.72582 -0.02540 -0.97170  0.003040  0.000905  0.000202     3.358
   1.77488  0.73790 -0.02416 -0.96959  0.003098  0.000917  0.000188     3.378
   1.78701  0.74997 -0.02293 -0.96753  0.003155  0.000929  0.000175     3.397
   1.79914  0.76204 -0.02171 -0.96552  0.003211  0.000941  0.000163     3.414
   1.81127  0.77411 -0.02051 -0.96355  0.003266  0.000952  0.000153     3.430
   1.82339  0.78617 -0.01931 -0.96163  0.003320  0.000963  0.000143     3.446
   1.83550  0.79823 -0.01813 -0.95977  0.003370  0.000975  0.000136     3.458
   1.84761  0.81028 -0.01697 -0.95793  0.003422  0.000986  0.000128     3.471
   1.85971  0.82233 -0.01582 -0.95616  0.003469  0.000997  0.000122     3.481
   1.87181  0.83437 -0.01469 -0.95441  0.003516  0.001007  0.000116     3.490
   1.88390  0.84641 -0.01358 -0.95272  0.003560  0.001018  0.000112     3.497
   1.89598  0.85844 -0.01249 -0.95107  0.003600  0.001029  0.000110     3.500
   1.90806  0.87047 -0.01142 -0.94946  0.003638  0.001039  0.000108     3.501
   1.92015  0.88251 -0.01036 -0.94788  0.003673  0.001049  0.000107     3.501
   1.93224  0.89456 -0.00933 -0.94632  0.003714  0.001059  0.000104     3.505
   1.94435  0.90663 -0.00830 -0.94478  0.003757  0.001070  0.000100     3.512
   1.95645  0.91868 -0.00729 -0.94322  0.003812  0.001080  0.000092     3.529
   1.96847  0.93066 -0.00629 -0.94168  0.003874  0.001091  0.000083     3.552
   1.98034  0.94249 -0.00529 -0.94008  0.003981  0.001101  0.000061     3.615
   1.99201  0.95411 -0.00426 -0.93843  0.004164  0.001113  0.000022     3.742
   2.00339  0.96544 -0.00318 -0.93690  0.004444  0.001123 -0.000027     3.956
   2.01428  0.97628 -0.00209 -0.93564  0.004816  0.001132 -0.000071     4.253
   2.02431  0.98626 -0.00108 -0.92632  0.005207  0.001205 -0.000073     4.320
   2.03304  0.99495 -0.00032 -0.91169  0.005552  0.001331 -0.000051     4.171
   2.03809  1.00000  0.00000 -0.90365  0.005953  0.001406 -0.000054     4.233
   2.03809  1.00010 -0.00000  0.90365  0.013481  0.005881  0.000000     2.292
   2.04315  1.00516  0.00001  0.91161  0.011979  0.005669  0.000000     2.113
   2.04890  1.01090  0.00004  0.91587  0.011207  0.005562  0.000000     2.015
   2.05543  1.01744  0.00008  0.92012  0.010528  0.005461  0.000000     1.928
   2.06286  1.02486  0.00014  0.92439  0.009914  0.005363  0.000000     1.849
   2.07130  1.03331  0.00022  0.92877  0.009348  0.005268  0.000000     1.775
   2.08090  1.04291  0.00033  0.93323  0.008823  0.005174  0.000000     1.705
   2.09182  1.05382  0.00047  0.93773  0.008336  0.005084  0.000000     1.640
   2.10422  1.06622  0.00065  0.94223  0.007886  0.004997  0.000000     1.578
   2.11833  1.08033  0.00087  0.94666  0.007471  0.004914  0.000000     1.520
   2.13436  1.09636  0.00115  0.95098  0.007090  0.004836  0.000000     1.466
   2.15259  1.11459  0.00150  0.95516  0.006741  0.004764  0.000000     1.415
   2.17331  1.13531  0.00193  0.95917  0.006423  0.004697  0.000000     1.367
   2.19687  1.15886  0.00245  0.96298  0.006134  0.004635  0.000000     1.323
   2.22366  1.18563  0.00309  0.96660  0.005873  0.004578  0.000000     1.283
   2.25411  1.21607  0.00387  0.97001  0.005638  0.004526  0.000000     1.246
   2.28872  1.25068  0.00482  0.97320  0.005429  0.004478  0.000000     1.212
   2.32807  1.29001  0.00598  0.97617  0.005242  0.004434  0.000000     1.182
   2.37281  1.33473  0.00737  0.97893  0.005078  0.004395  0.000000     1.155
   2.42367  1.38556  0.00904  0.98147  0.004934  0.004359  0.000000     1.132
   2.48149  1.44334  0.01106  0.98380  0.004810  0.004327  0.000000     1.112
   2.54722  1.50903  0.01347  0.98592  0.004703  0.004298  0.000000     1.094
   2.62195  1.58370  0.01635  0.98783  0.004612  0.004273  0.000000     1.080
   2.70690  1.66858  0.01979  0.98955  0.004536  0.004250  0.000000     1.067
   2.80348  1.76508  0.02388  0.99107  0.004471  0.004230  0.000000     1.057
   2.91327  1.87476  0.02874  0.99241  0.004417  0.004213  0.000000     1.049
   3.03809  1.99945  0.03448  0.99373  0.004370  0.004196  0.000000     1.042
