#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.57937  0.42351  0.05707  1.19812  0.001939  0.001290  0.005624     1.502
   0.59589  0.40701  0.05776  1.20541  0.001849  0.001231  0.005773     1.502
   0.61236  0.39055  0.05837  1.21293  0.001760  0.001172  0.005935     1.502
   0.62880  0.37412  0.05889  1.22053  0.001671  0.001113  0.006108     1.501
   0.64519  0.35774  0.05932  1.22819  0.001584  0.001056  0.006290     1.500
   0.66153  0.34140  0.05965  1.23613  0.001497  0.000998  0.006491     1.499
   0.67782  0.32511  0.05988  1.24400  0.001412  0.000942  0.006700     1.499
   0.69405  0.30888  0.06000  1.25217  0.001326  0.000885  0.006930     1.498
   0.71022  0.29272  0.06001  1.26029  0.001243  0.000830  0.007165     1.498
   0.72631  0.27662  0.05989  1.26867  0.001161  0.000775  0.007408     1.499
   0.74233  0.26060  0.05965  1.27701  0.001083  0.000720  0.007629     1.504
   0.75827  0.24467  0.05927  1.28553  0.001010  0.000667  0.007790     1.515
   0.77411  0.22884  0.05875  1.29421  0.000946  0.000614  0.007797     1.539
   0.78983  0.21313  0.05807  1.30299  0.000895  0.000565  0.007547     1.586
   0.80543  0.19755  0.05723  1.31238  0.000869  0.000517  0.007315     1.681
   0.82087  0.18214  0.05622  1.32348  0.000882  0.000471  0.006390     1.874
   0.83613  0.16693  0.05503  1.34072  0.000956  0.000424  0.004386     2.255
   0.85117  0.15196  0.05365  1.36327  0.001052  0.000380  0.002324     2.767
   0.86591  0.13730  0.05207  1.37427  0.001044  0.000358  0.001909     2.920
   0.88029  0.12303  0.05029  1.38464  0.000992  0.000337  0.001967     2.940
   0.89417  0.10929  0.04832  1.39678  0.000927  0.000316  0.002134     2.936
   0.90742  0.09622  0.04618  1.41012  0.000859  0.000294  0.002380     2.921
   0.91986  0.08399  0.04389  1.42428  0.000790  0.000272  0.002685     2.902
   0.93132  0.07278  0.04150  1.43905  0.000723  0.000251  0.003066     2.879
   0.94168  0.06271  0.03908  1.45407  0.000658  0.000231  0.003536     2.852
   0.95091  0.05380  0.03667  1.46888  0.000599  0.000212  0.004064     2.827
   0.95903  0.04603  0.03431  1.48345  0.000542  0.000194  0.004719     2.796
   0.96614  0.03929  0.03203  1.49728  0.000491  0.000178  0.005457     2.768
   0.97238  0.03346  0.02983  1.51038  0.000444  0.000162  0.006368     2.733
   0.97787  0.02840  0.02771  1.52220  0.000401  0.000149  0.007401     2.701
   0.98273  0.02399  0.02566  1.53263  0.000362  0.000136  0.008627     2.665
   0.98707  0.02013  0.02367  1.54114  0.000326  0.000124  0.010023     2.632
   0.99097  0.01674  0.02173  1.54742  0.000292  0.000113  0.011706     2.594
   0.99451  0.01376  0.01982  1.55044  0.000261  0.000102  0.013714     2.554
   0.99774  0.01114  0.01793  1.54877  0.000234  0.000093  0.015962     2.517
   1.00071  0.00883  0.01606  1.54124  0.000209  0.000084  0.018440     2.483
   1.00346  0.00682  0.01419  1.52625  0.000186  0.000076  0.021444     2.442
   1.00603  0.00508  0.01231  1.49982  0.000165  0.000069  0.024741     2.401
   1.00843  0.00360  0.01041  1.45842  0.000147  0.000062  0.027794     2.368
   1.01069  0.00238  0.00851  1.39938  0.000132  0.000057  0.030839     2.331
   1.01284  0.00141  0.00659  1.31804  0.000120  0.000052  0.032928     2.300
   1.01488  0.00070  0.00467  1.21378  0.000111  0.000049  0.033597     2.274
   1.01683  0.00025  0.00277  1.08866  0.000105  0.000046  0.032556     2.254
   1.01871  0.00003  0.00091  0.94734  0.000101  0.000045  0.029846     2.237
   1.02053  0.00003 -0.00091  0.79703  0.000100  0.000045  0.025562     2.230
   1.02241  0.00025 -0.00277  0.63787  0.000100  0.000045  0.020460     2.229
   1.02436  0.00070 -0.00467  0.47107  0.000101  0.000046  0.015099     2.214
   1.02641  0.00141 -0.00659  0.30607  0.000107  0.000048  0.009202     2.227
   1.02855  0.00238 -0.00851  0.14943  0.000109  0.000049  0.004380     2.230
   1.03081  0.00360 -0.01041  0.00466  0.000126  0.000057  0.000118     2.230
   1.03322  0.00508 -0.01231 -0.12202  0.000126  0.000057  0.003087     2.230
   1.03578  0.00682 -0.01419 -0.23495  0.000143  0.000063  0.005099     2.262
   1.03853  0.00883 -0.01606 -0.33349  0.000153  0.000068  0.006885     2.240
   1.04150  0.01114 -0.01793 -0.41953  0.000170  0.000075  0.007541     2.278
   1.04473  0.01376 -0.01982 -0.49490  0.000184  0.000081  0.008305     2.268
   1.04827  0.01674 -0.02173 -0.56098  0.000203  0.000089  0.008325     2.294
   1.05217  0.02013 -0.02367 -0.62010  0.000220  0.000096  0.008509     2.292
   1.05651  0.02399 -0.02566 -0.67232  0.000242  0.000105  0.008225     2.313
   1.06138  0.02840 -0.02771 -0.71978  0.000263  0.000114  0.008093     2.315
   1.06687  0.03346 -0.02983 -0.76249  0.000288  0.000124  0.007709     2.331
   1.07310  0.03929 -0.03203 -0.80085  0.000315  0.000134  0.007329     2.342
   1.08022  0.04603 -0.03431 -0.83600  0.000344  0.000146  0.006954     2.350
   1.08834  0.05380 -0.03667 -0.86779  0.000376  0.000159  0.006524     2.362
   1.09756  0.06271 -0.03908 -0.89637  0.000410  0.000173  0.006106     2.373
   1.10792  0.07278 -0.04150 -0.92185  0.000448  0.000188  0.005701     2.383
   1.11939  0.08399 -0.04389 -0.94399  0.000488  0.000204  0.005296     2.395
   1.13182  0.09622 -0.04618 -0.96303  0.000529  0.000220  0.004930     2.405
   1.14507  0.10929 -0.04832 -0.97928  0.000571  0.000237  0.004599     2.414
   1.15896  0.12303 -0.05029 -0.99290  0.000614  0.000253  0.004292     2.424
   1.17333  0.13730 -0.05207 -1.00437  0.000657  0.000270  0.004024     2.433
   1.18807  0.15196 -0.05365 -1.01373  0.000701  0.000287  0.003764     2.444
   1.20311  0.16693 -0.05503 -1.02160  0.000743  0.000303  0.003548     2.452
   1.21837  0.18214 -0.05622 -1.02811  0.000786  0.000319  0.003345     2.461
   1.23381  0.19755 -0.05723 -1.03336  0.000829  0.000336  0.003154     2.471
   1.24941  0.21313 -0.05807 -1.03768  0.000871  0.000351  0.002985     2.480
   1.26514  0.22884 -0.05875 -1.04114  0.000914  0.000367  0.002828     2.489
   1.28097  0.24467 -0.05927 -1.04392  0.000956  0.000383  0.002686     2.498
   1.29691  0.26060 -0.05965 -1.04609  0.000998  0.000398  0.002552     2.507
   1.31293  0.27662 -0.05989 -1.04766  0.001041  0.000414  0.002425     2.517
   1.32903  0.29272 -0.06001 -1.04887  0.001083  0.000429  0.002314     2.525
   1.34519  0.30888 -0.06000 -1.04955  0.001126  0.000444  0.002199     2.536
   1.36143  0.32511 -0.05988 -1.05002  0.001168  0.000459  0.002104     2.544
   1.37771  0.34140 -0.05965 -1.05007  0.001211  0.000474  0.002006     2.554
   1.39406  0.35774 -0.05932 -1.04987  0.001254  0.000489  0.001915     2.564
   1.41045  0.37412 -0.05889 -1.04950  0.001296  0.000504  0.001835     2.573
   1.42688  0.39055 -0.05837 -1.04888  0.001339  0.000519  0.001755     2.583
   1.44336  0.40701 -0.05776 -1.04805  0.001383  0.000533  0.001678     2.593
   1.45987  0.42351 -0.05707 -1.04713  0.001426  0.000548  0.001611     2.602
   1.47642  0.44004 -0.05630 -1.04599  0.001470  0.000563  0.001541     2.613
   1.49300  0.45660 -0.05546 -1.04476  0.001514  0.000577  0.001477     2.623
   1.50961  0.47319 -0.05455 -1.04346  0.001557  0.000592  0.001420     2.632
   1.52625  0.48980 -0.05357 -1.04203  0.001601  0.000606  0.001362     2.642
   1.54292  0.50644 -0.05253 -1.04050  0.001646  0.000620  0.001306     2.653
   1.55961  0.52309 -0.05143 -1.03893  0.001690  0.000635  0.001255     2.663
   1.57632  0.53976 -0.05026 -1.03723  0.001736  0.000649  0.001203     2.674
   1.59305  0.55645 -0.04905 -1.03552  0.001781  0.000663  0.001156     2.684
   1.60980  0.57315 -0.04778 -1.03375  0.001826  0.000678  0.001111     2.695
   1.62657  0.58987 -0.04646 -1.03190  0.001873  0.000692  0.001066     2.707
   1.64335  0.60659 -0.04509 -1.03000  0.001920  0.000706  0.001022     2.719
   1.66015  0.62333 -0.04367 -1.02804  0.001968  0.000721  0.000980     2.732
   1.67696  0.64008 -0.04221 -1.02606  0.002017  0.000735  0.000939     2.744
   1.69378  0.65683 -0.04071 -1.02402  0.002066  0.000749  0.000899     2.758
   1.71061  0.67359 -0.03916 -1.02192  0.002117  0.000764  0.000859     2.772
   1.72745  0.69035 -0.03757 -1.01981  0.002169  0.000778  0.000821     2.787
   1.74429  0.70712 -0.03594 -1.01759  0.002224  0.000793  0.000781     2.805
   1.76115  0.72389 -0.03428 -1.01537  0.002279  0.000808  0.000743     2.822
   1.77800  0.74066 -0.03257 -1.01307  0.002337  0.000822  0.000704     2.841
   1.79486  0.75742 -0.03083 -1.01074  0.002396  0.000837  0.000666     2.862
   1.81172  0.77419 -0.02905 -1.00838  0.002457  0.000852  0.000628     2.883
   1.82858  0.79095 -0.02723 -1.00600  0.002520  0.000867  0.000592     2.905
   1.84544  0.80771 -0.02537 -1.00358  0.002585  0.000882  0.000556     2.930
   1.86230  0.82446 -0.02348 -1.00131  0.002643  0.000897  0.000529     2.946
   1.87915  0.84120 -0.02155 -0.99905  0.002701  0.000911  0.000503     2.964
   1.89599  0.85793 -0.01959 -0.99717  0.002736  0.000924  0.000498     2.961
   1.91281  0.87462 -0.01759 -0.99421  0.002726  0.000942  0.000550     2.893
   1.92958  0.89128 -0.01556 -0.98516  0.002630  0.000990  0.000771     2.656
   1.94627  0.90784 -0.01350 -0.97408  0.002487  0.001050  0.001101     2.368
   1.96279  0.92422 -0.01142 -0.96291  0.002354  0.001114  0.001504     2.113
   1.97896  0.94026 -0.00934 -0.95270  0.002271  0.001179  0.001970     1.927
   1.99450  0.95567 -0.00731 -0.94292  0.002250  0.001246  0.002314     1.807
   2.00895  0.96999 -0.00539 -0.93238  0.002293  0.001320  0.002496     1.737
   2.02185  0.98277 -0.00365 -0.92041  0.002393  0.001404  0.002524     1.704
   2.03290  0.99372 -0.00214 -0.90636  0.002557  0.001503  0.002417     1.701
   2.03924  1.00000 -0.00126 -0.90001  0.002629  0.001552  0.002391     1.694
   2.03924  1.00010  0.00000  0.90001  0.015005  0.006964  0.000000     2.155
   2.04558  1.00644  0.00001  0.88374  0.014239  0.007495  0.000000     1.900
   2.05301  1.01387  0.00004  0.89095  0.013217  0.007263  0.000000     1.820
   2.06172  1.02258  0.00010  0.89869  0.012266  0.007029  0.000000     1.745
   2.07194  1.03279  0.00019  0.90683  0.011391  0.006798  0.000000     1.675
   2.08391  1.04476  0.00032  0.91515  0.010594  0.006576  0.000000     1.611
   2.09794  1.05880  0.00049  0.92344  0.009876  0.006367  0.000000     1.551
   2.11440  1.07525  0.00073  0.93149  0.009235  0.006175  0.000000     1.496
   2.13369  1.09454  0.00105  0.93915  0.008666  0.006002  0.000000     1.444
   2.15630  1.11715  0.00146  0.94630  0.008161  0.005848  0.000000     1.395
   2.18282  1.14366  0.00200  0.95290  0.007713  0.005713  0.000000     1.350
   2.21390  1.17473  0.00269  0.95893  0.007316  0.005594  0.000000     1.308
   2.25033  1.21116  0.00359  0.96442  0.006963  0.005490  0.000000     1.268
   2.29305  1.25386  0.00473  0.96937  0.006651  0.005400  0.000000     1.232
   2.34313  1.30391  0.00618  0.97381  0.006376  0.005321  0.000000     1.198
   2.40184  1.36259  0.00801  0.97778  0.006136  0.005252  0.000000     1.168
   2.47066  1.43138  0.01033  0.98130  0.005927  0.005193  0.000000     1.141
   2.55135  1.51201  0.01323  0.98439  0.005749  0.005142  0.000000     1.118
   2.64594  1.60654  0.01686  0.98708  0.005598  0.005099  0.000000     1.098
   2.75683  1.71734  0.02138  0.98940  0.005472  0.005062  0.000000     1.081
   2.88683  1.84722  0.02697  0.99137  0.005368  0.005031  0.000000     1.067
   3.03924  1.99947  0.03388  0.99325  0.005280  0.005002  0.000000     1.056
