#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.70800  0.29791  0.08053  1.39545  0.001283  0.000475  0.002117     2.702
   0.72118  0.28476  0.07978  1.39827  0.001247  0.000463  0.002208     2.693
   0.73436  0.27160  0.07888  1.40095  0.001213  0.000451  0.002291     2.687
   0.74755  0.25846  0.07785  1.40361  0.001179  0.000440  0.002375     2.682
   0.76073  0.24533  0.07667  1.40614  0.001148  0.000428  0.002443     2.682
   0.77390  0.23222  0.07536  1.40890  0.001114  0.000416  0.002528     2.680
   0.78706  0.21915  0.07390  1.41180  0.001079  0.000403  0.002625     2.677
   0.80018  0.20612  0.07229  1.41467  0.001046  0.000391  0.002711     2.678
   0.81327  0.19315  0.07053  1.41797  0.001008  0.000377  0.002839     2.672
   0.82632  0.18024  0.06862  1.42109  0.000974  0.000364  0.002943     2.673
   0.83932  0.16741  0.06655  1.42467  0.000935  0.000350  0.003092     2.668
   0.85226  0.15466  0.06432  1.42829  0.000896  0.000336  0.003246     2.665
   0.86513  0.14202  0.06191  1.43220  0.000855  0.000322  0.003440     2.658
   0.87791  0.12951  0.05932  1.43621  0.000812  0.000306  0.003661     2.651
   0.89058  0.11715  0.05654  1.44017  0.000770  0.000291  0.003891     2.646
   0.90309  0.10499  0.05356  1.44443  0.000725  0.000275  0.004190     2.637
   0.91545  0.09304  0.05038  1.44850  0.000681  0.000259  0.004491     2.634
   0.92768  0.08131  0.04697  1.45303  0.000633  0.000241  0.004922     2.621
   0.93968  0.06987  0.04332  1.45711  0.000585  0.000224  0.005383     2.614
   0.95121  0.05900  0.03950  1.46124  0.000534  0.000206  0.006052     2.595
   0.96210  0.04885  0.03554  1.46404  0.000482  0.000187  0.006890     2.572
   0.97262  0.03921  0.03135  1.46445  0.000434  0.000169  0.007719     2.564
   0.98254  0.03030  0.02699  1.46440  0.000394  0.000151  0.008093     2.608
   0.99070  0.02315  0.02305  1.46924  0.000338  0.000132  0.009969     2.562
   0.99712  0.01771  0.01964  1.46613  0.000281  0.000116  0.013724     2.433
   1.00255  0.01330  0.01645  1.43911  0.000245  0.000105  0.017025     2.336
   1.00741  0.00957  0.01335  1.39379  0.000241  0.000099  0.015428     2.421
   1.01146  0.00658  0.01061  1.37653  0.000254  0.000092  0.009663     2.771
   1.01460  0.00433  0.00842  1.40553  0.000215  0.000075  0.010335     2.860
   1.01705  0.00270  0.00660  1.43989  0.000153  0.000059  0.020528     2.607
   1.01905  0.00155  0.00496  1.43383  0.000114  0.000047  0.033289     2.431
   1.02079  0.00079  0.00339  1.35581  0.000091  0.000040  0.045476     2.287
   1.02243  0.00034  0.00182  1.20812  0.000083  0.000036  0.043510     2.300
   1.02400  0.00018  0.00025  1.01873  0.000074  0.000033  0.044469     2.219
   1.02549  0.00032 -0.00123  0.80634  0.000071  0.000030  0.033191     2.330
   1.02692  0.00077 -0.00259  0.54207  0.000058  0.000027  0.030650     2.194
   1.02835  0.00159 -0.00376  0.22963  0.000072  0.000032  0.010253     2.230
   1.02995  0.00282 -0.00478 -0.03324  0.000072  0.000032  0.001484     2.230
   1.03190  0.00454 -0.00570 -0.21848  0.000109  0.000048  0.006157     2.274
   1.03441  0.00688 -0.00660 -0.33599  0.000139  0.000061  0.007385     2.277
   1.03766  0.00996 -0.00764 -0.43990  0.000162  0.000071  0.008373     2.272
   1.04185  0.01398 -0.00880 -0.53849  0.000185  0.000081  0.008825     2.286
   1.04676  0.01877 -0.00992 -0.61669  0.000217  0.000094  0.008356     2.320
   1.05236  0.02428 -0.01090 -0.67248  0.000256  0.000109  0.007485     2.352
   1.05933  0.03119 -0.01181 -0.71477  0.000305  0.000128  0.006490     2.383
   1.06889  0.04070 -0.01272 -0.75206  0.000361  0.000151  0.005701     2.394
   1.08078  0.05257 -0.01351 -0.78491  0.000419  0.000175  0.005127     2.395
   1.09279  0.06457 -0.01402 -0.80670  0.000479  0.000198  0.004479     2.423
   1.10505  0.07683 -0.01431 -0.82130  0.000538  0.000220  0.003978     2.443
   1.11805  0.08983 -0.01444 -0.83260  0.000594  0.000242  0.003615     2.453
   1.13152  0.10330 -0.01445 -0.84217  0.000645  0.000263  0.003363     2.454
   1.14502  0.11680 -0.01435 -0.84964  0.000696  0.000283  0.003114     2.463
   1.15849  0.13027 -0.01415 -0.85524  0.000747  0.000302  0.002883     2.475
   1.17206  0.14383 -0.01388 -0.85963  0.000796  0.000320  0.002693     2.485
   1.18576  0.15753 -0.01355 -0.86318  0.000843  0.000338  0.002533     2.492
   1.19955  0.17131 -0.01317 -0.86642  0.000886  0.000355  0.002416     2.494
   1.21337  0.18512 -0.01276 -0.86925  0.000928  0.000372  0.002309     2.496
   1.22719  0.19894 -0.01231 -0.87164  0.000969  0.000388  0.002208     2.500
   1.24102  0.21276 -0.01184 -0.87356  0.001011  0.000403  0.002107     2.506
   1.25488  0.22662 -0.01134 -0.87535  0.001049  0.000418  0.002029     2.508
   1.26878  0.24050 -0.01083 -0.87667  0.001090  0.000433  0.001941     2.516
   1.28270  0.25441 -0.01030 -0.87786  0.001129  0.000448  0.001869     2.520
   1.29665  0.26835 -0.00976 -0.87906  0.001164  0.000462  0.001814     2.520
   1.31060  0.28230 -0.00922 -0.88005  0.001199  0.000475  0.001757     2.523
   1.32457  0.29625 -0.00868 -0.88091  0.001235  0.000489  0.001703     2.526
   1.33854  0.31021 -0.00813 -0.88194  0.001265  0.000501  0.001669     2.523
   1.35250  0.32416 -0.00759 -0.88277  0.001298  0.000514  0.001626     2.525
   1.36646  0.33811 -0.00705 -0.88342  0.001331  0.000527  0.001580     2.528
   1.38042  0.35206 -0.00651 -0.88410  0.001363  0.000539  0.001543     2.529
   1.39436  0.36599 -0.00597 -0.88473  0.001393  0.000551  0.001509     2.530
   1.40830  0.37992 -0.00544 -0.88534  0.001423  0.000562  0.001478     2.531
   1.42224  0.39384 -0.00492 -0.88583  0.001453  0.000574  0.001444     2.533
   1.43616  0.40776 -0.00440 -0.88639  0.001481  0.000585  0.001419     2.532
   1.45009  0.42168 -0.00390 -0.88683  0.001510  0.000596  0.001389     2.534
   1.46401  0.43559 -0.00340 -0.88733  0.001537  0.000606  0.001367     2.534
   1.47792  0.44950 -0.00292 -0.88778  0.001564  0.000617  0.001343     2.534
   1.49184  0.46340 -0.00244 -0.88817  0.001591  0.000628  0.001318     2.535
   1.50574  0.47730 -0.00198 -0.88869  0.001615  0.000637  0.001303     2.533
   1.51965  0.49120 -0.00153 -0.88901  0.001642  0.000648  0.001278     2.536
   1.53355  0.50509 -0.00109 -0.88943  0.001667  0.000657  0.001261     2.535
   1.54745  0.51898 -0.00067 -0.88988  0.001690  0.000667  0.001247     2.533
   1.56134  0.53287 -0.00026 -0.89024  0.001715  0.000677  0.001228     2.534
   1.57524  0.54677  0.00013 -0.89073  0.001736  0.000686  0.001218     2.531
   1.58914  0.56066  0.00051 -0.89109  0.001760  0.000695  0.001200     2.532
   1.60303  0.57454  0.00088 -0.89152  0.001781  0.000704  0.001188     2.531
   1.61692  0.58843  0.00123 -0.89196  0.001802  0.000713  0.001176     2.529
   1.63080  0.60231  0.00156 -0.89233  0.001825  0.000721  0.001162     2.530
   1.64468  0.61619  0.00187 -0.89270  0.001847  0.000730  0.001148     2.530
   1.65856  0.63006  0.00217 -0.89305  0.001869  0.000739  0.001135     2.530
   1.67244  0.64393  0.00245 -0.89353  0.001887  0.000747  0.001128     2.527
   1.68631  0.65781  0.00271 -0.89390  0.001908  0.000755  0.001116     2.527
   1.70018  0.67168  0.00295 -0.89439  0.001926  0.000763  0.001111     2.524
   1.71405  0.68554  0.00318 -0.89481  0.001945  0.000771  0.001101     2.523
   1.72791  0.69940  0.00338 -0.89530  0.001962  0.000778  0.001095     2.521
   1.74176  0.71325  0.00356 -0.89566  0.001983  0.000786  0.001083     2.522
   1.75562  0.72710  0.00372 -0.89624  0.001997  0.000793  0.001081     2.517
   1.76947  0.74096  0.00385 -0.89680  0.002012  0.000800  0.001078     2.514
   1.78332  0.75481  0.00396 -0.89720  0.002032  0.000808  0.001067     2.515
   1.79717  0.76866  0.00405 -0.89785  0.002044  0.000815  0.001067     2.509
   1.81101  0.78250  0.00412 -0.89840  0.002060  0.000822  0.001062     2.507
   1.82485  0.79633  0.00416 -0.89890  0.002077  0.000829  0.001055     2.507
   1.83867  0.81015  0.00417 -0.89961  0.002087  0.000835  0.001056     2.501
   1.85248  0.82396  0.00415 -0.90029  0.002099  0.000841  0.001056     2.497
   1.86628  0.83777  0.00410 -0.90097  0.002112  0.000847  0.001054     2.494
   1.88008  0.85157  0.00402 -0.90179  0.002120  0.000852  0.001057     2.488
   1.89387  0.86536  0.00391 -0.90269  0.002127  0.000857  0.001063     2.481
   1.90764  0.87913  0.00376 -0.90369  0.002132  0.000862  0.001070     2.473
   1.92140  0.89288  0.00357 -0.90475  0.002137  0.000867  0.001078     2.465
   1.93513  0.90662  0.00334 -0.90604  0.002136  0.000870  0.001093     2.454
   1.94884  0.92032  0.00306 -0.90725  0.002138  0.000874  0.001102     2.446
   1.96251  0.93398  0.00273 -0.90898  0.002129  0.000876  0.001128     2.430
   1.97610  0.94757  0.00235 -0.91090  0.002116  0.000877  0.001157     2.412
   1.98954  0.96100  0.00191 -0.91316  0.002098  0.000877  0.001194     2.392
   2.00250  0.97395  0.00141 -0.91551  0.002081  0.000877  0.001230     2.373
   2.01421  0.98565  0.00087 -0.91848  0.002048  0.000873  0.001288     2.345
   2.02373  0.99516  0.00032 -0.92439  0.001950  0.000857  0.001455     2.275
   2.02859  1.00000  0.00000 -0.92308  0.001999  0.000866  0.001374     2.308
   2.02859  1.00010 -0.00001  0.92308  0.010064  0.005379  0.000000     1.871
   2.03344  1.00493 -0.00047  0.93137  0.009360  0.005198  0.000000     1.801
   2.03916  1.01063 -0.00096  0.93544  0.008990  0.005113  0.000000     1.758
   2.04592  1.01737 -0.00149  0.93919  0.008652  0.005037  0.000000     1.718
   2.05389  1.02531 -0.00208  0.94275  0.008332  0.004967  0.000000     1.677
   2.06329  1.03469 -0.00273  0.94625  0.008020  0.004900  0.000000     1.637
   2.07438  1.04577 -0.00343  0.94971  0.007714  0.004836  0.000000     1.595
   2.08747  1.05883 -0.00420  0.95316  0.007413  0.004773  0.000000     1.553
   2.10292  1.07426 -0.00502  0.95659  0.007116  0.004713  0.000000     1.510
   2.12114  1.09246 -0.00590  0.95998  0.006825  0.004656  0.000000     1.466
   2.14265  1.11394 -0.00684  0.96333  0.006542  0.004600  0.000000     1.422
   2.16802  1.13930 -0.00780  0.96661  0.006268  0.004547  0.000000     1.378
   2.19796  1.16922 -0.00878  0.96981  0.006005  0.004497  0.000000     1.335
   2.23328  1.20453 -0.00975  0.97291  0.005758  0.004450  0.000000     1.294
   2.27495  1.24619 -0.01066  0.97588  0.005527  0.004405  0.000000     1.255
   2.32413  1.29536 -0.01146  0.97871  0.005315  0.004364  0.000000     1.218
   2.38215  1.35338 -0.01208  0.98138  0.005123  0.004327  0.000000     1.184
   2.45061  1.42184 -0.01243  0.98387  0.004953  0.004292  0.000000     1.154
   2.53139  1.50262 -0.01240  0.98615  0.004805  0.004261  0.000000     1.128
   2.62670  1.59792 -0.01183  0.98822  0.004678  0.004233  0.000000     1.105
   2.73915  1.71037 -0.01056  0.99009  0.004571  0.004208  0.000000     1.086
   2.87184  1.84304 -0.00837  0.99173  0.004483  0.004187  0.000000     1.071
   3.02840  1.99957 -0.00500  0.99335  0.004409  0.004166  0.000000     1.058
