#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.51806  0.48436  0.04992  1.15939  0.002103  0.001398  0.005167     1.505
   0.53010  0.47237  0.05099  1.16623  0.002023  0.001346  0.005299     1.503
   0.54214  0.46038  0.05203  1.17328  0.001943  0.001295  0.005442     1.501
   0.55415  0.44841  0.05304  1.18037  0.001864  0.001244  0.005590     1.498
   0.56616  0.43644  0.05402  1.18756  0.001786  0.001194  0.005745     1.496
   0.57815  0.42449  0.05496  1.19497  0.001709  0.001144  0.005911     1.494
   0.59012  0.41255  0.05585  1.20224  0.001634  0.001095  0.006077     1.492
   0.60207  0.40063  0.05671  1.20988  0.001559  0.001046  0.006258     1.490
   0.61401  0.38872  0.05751  1.21739  0.001487  0.000998  0.006436     1.489
   0.62593  0.37682  0.05827  1.22506  0.001416  0.000951  0.006618     1.489
   0.63783  0.36495  0.05897  1.23259  0.001348  0.000905  0.006786     1.490
   0.64970  0.35309  0.05962  1.24041  0.001282  0.000858  0.006947     1.494
   0.66156  0.34125  0.06020  1.24793  0.001222  0.000814  0.007060     1.501
   0.67339  0.32943  0.06072  1.25540  0.001168  0.000771  0.007104     1.515
   0.68520  0.31763  0.06117  1.26293  0.001122  0.000728  0.007031     1.540
   0.69698  0.30585  0.06155  1.27036  0.001090  0.000688  0.006745     1.584
   0.70875  0.29409  0.06184  1.27809  0.001081  0.000650  0.006122     1.662
   0.72048  0.28235  0.06206  1.28720  0.001103  0.000614  0.005241     1.797
   0.73220  0.27064  0.06219  1.29880  0.001164  0.000576  0.004258     2.020
   0.74388  0.25895  0.06223  1.31523  0.001267  0.000535  0.002913     2.369
   0.75554  0.24730  0.06217  1.33498  0.001375  0.000492  0.001680     2.794
   0.76715  0.23569  0.06202  1.34807  0.001423  0.000465  0.001100     3.061
   0.77872  0.22412  0.06175  1.35369  0.001397  0.000452  0.001065     3.093
   0.79024  0.21260  0.06137  1.36055  0.001345  0.000437  0.001139     3.079
   0.80172  0.20114  0.06086  1.36802  0.001284  0.000421  0.001265     3.048
   0.81315  0.18973  0.06023  1.37596  0.001217  0.000405  0.001438     3.006
   0.82451  0.17839  0.05946  1.38430  0.001147  0.000388  0.001669     2.952
   0.83581  0.16713  0.05854  1.39268  0.001079  0.000372  0.001924     2.902
   0.84704  0.15595  0.05746  1.40099  0.001015  0.000355  0.002201     2.855
   0.85819  0.14487  0.05622  1.40918  0.000952  0.000339  0.002513     2.808
   0.86927  0.13389  0.05480  1.41702  0.000893  0.000323  0.002842     2.767
   0.88026  0.12302  0.05319  1.42428  0.000840  0.000307  0.003164     2.736
   0.89115  0.11227  0.05139  1.43121  0.000788  0.000291  0.003516     2.706
   0.90193  0.10168  0.04939  1.43746  0.000741  0.000276  0.003848     2.687
   0.91258  0.09126  0.04718  1.44341  0.000695  0.000260  0.004198     2.671
   0.92307  0.08105  0.04476  1.44929  0.000648  0.000244  0.004624     2.652
   0.93334  0.07112  0.04213  1.45458  0.000604  0.000229  0.005055     2.640
   0.94327  0.06160  0.03932  1.45968  0.000559  0.000213  0.005570     2.626
   0.95268  0.05266  0.03638  1.46422  0.000515  0.000197  0.006126     2.617
   0.96145  0.04443  0.03336  1.46835  0.000473  0.000181  0.006744     2.610
   0.96953  0.03695  0.03030  1.47235  0.000429  0.000166  0.007643     2.588
   0.97683  0.03031  0.02726  1.47466  0.000384  0.000151  0.008956     2.547
   0.98316  0.02468  0.02438  1.47245  0.000349  0.000138  0.009996     2.532
   0.98848  0.02006  0.02174  1.46852  0.000318  0.000126  0.011156     2.515
   0.99296  0.01628  0.01934  1.46244  0.000294  0.000117  0.011900     2.522
   0.99681  0.01311  0.01714  1.45716  0.000274  0.000108  0.012434     2.545
   1.00022  0.01040  0.01507  1.45454  0.000253  0.000098  0.013025     2.574
   1.00330  0.00806  0.01308  1.45475  0.000219  0.000088  0.016151     2.507
   1.00606  0.00606  0.01117  1.44408  0.000191  0.000078  0.019972     2.431
   1.00852  0.00442  0.00935  1.41903  0.000172  0.000072  0.022265     2.407
   1.01068  0.00309  0.00764  1.38897  0.000160  0.000066  0.022943     2.431
   1.01260  0.00203  0.00604  1.36192  0.000144  0.000059  0.024699     2.440
   1.01428  0.00121  0.00457  1.33201  0.000126  0.000052  0.028345     2.414
   1.01578  0.00062  0.00320  1.28703  0.000109  0.000046  0.033638     2.356
   1.01714  0.00023  0.00189  1.21945  0.000097  0.000041  0.035944     2.350
   1.01842  0.00003  0.00063  1.12319  0.000084  0.000037  0.041522     2.265
   1.01967  0.00003 -0.00063  0.97454  0.000079  0.000036  0.039497     2.222
   1.02095  0.00023 -0.00189  0.79845  0.000081  0.000037  0.032363     2.200
   1.02232  0.00062 -0.00320  0.62155  0.000087  0.000039  0.023277     2.212
   1.02382  0.00121 -0.00457  0.45199  0.000093  0.000042  0.016075     2.191
   1.02550  0.00203 -0.00604  0.29501  0.000105  0.000047  0.009016     2.226
   1.02741  0.00309 -0.00764  0.15269  0.000111  0.000050  0.004452     2.219
   1.02958  0.00442 -0.00935  0.02107  0.000131  0.000059  0.000513     2.230
   1.03203  0.00606 -0.01117 -0.09868  0.000131  0.000059  0.002401     2.230
   1.03480  0.00806 -0.01308 -0.21143  0.000149  0.000066  0.004410     2.259
   1.03787  0.01040 -0.01507 -0.30261  0.000171  0.000075  0.005497     2.264
   1.04128  0.01311 -0.01714 -0.38932  0.000180  0.000080  0.006826     2.243
   1.04514  0.01628 -0.01934 -0.46864  0.000200  0.000088  0.007130     2.284
   1.04961  0.02006 -0.02174 -0.54280  0.000216  0.000095  0.007713     2.273
   1.05493  0.02468 -0.02438 -0.61381  0.000239  0.000104  0.007726     2.295
   1.06126  0.03031 -0.02726 -0.68144  0.000262  0.000114  0.007835     2.296
   1.06856  0.03695 -0.03030 -0.74116  0.000292  0.000126  0.007458     2.321
   1.07664  0.04443 -0.03336 -0.79278  0.000321  0.000138  0.007242     2.324
   1.08541  0.05266 -0.03638 -0.83822  0.000350  0.000150  0.006966     2.332
   1.09483  0.06160 -0.03932 -0.87761  0.000381  0.000163  0.006648     2.341
   1.10475  0.07112 -0.04213 -0.91113  0.000412  0.000175  0.006307     2.352
   1.11502  0.08105 -0.04476 -0.93935  0.000444  0.000188  0.005977     2.362
   1.12551  0.09126 -0.04718 -0.96368  0.000474  0.000200  0.005717     2.367
   1.13616  0.10168 -0.04939 -0.98455  0.000504  0.000212  0.005452     2.375
   1.14695  0.11227 -0.05139 -1.00183  0.000536  0.000224  0.005147     2.388
   1.15784  0.12302 -0.05319 -1.01640  0.000568  0.000237  0.004883     2.398
   1.16883  0.13389 -0.05480 -1.02847  0.000600  0.000249  0.004617     2.410
   1.17990  0.14487 -0.05622 -1.03847  0.000633  0.000261  0.004367     2.422
   1.19106  0.15595 -0.05746 -1.04635  0.000668  0.000274  0.004101     2.438
   1.20228  0.16713 -0.05854 -1.05266  0.000703  0.000287  0.003864     2.452
   1.21358  0.17839 -0.05946 -1.05801  0.000737  0.000299  0.003674     2.461
   1.22495  0.18973 -0.06023 -1.06148  0.000777  0.000313  0.003418     2.482
   1.23637  0.20114 -0.06086 -1.06449  0.000811  0.000326  0.003248     2.492
   1.24785  0.21260 -0.06137 -1.06676  0.000847  0.000338  0.003082     2.503
   1.25938  0.22412 -0.06175 -1.06815  0.000885  0.000352  0.002906     2.518
   1.27095  0.23569 -0.06202 -1.06895  0.000923  0.000365  0.002747     2.531
   1.28256  0.24730 -0.06217 -1.06954  0.000959  0.000377  0.002620     2.540
   1.29421  0.25895 -0.06223 -1.06925  0.001000  0.000391  0.002461     2.559
   1.30589  0.27064 -0.06219 -1.06906  0.001035  0.000403  0.002356     2.566
   1.31761  0.28235 -0.06206 -1.06832  0.001075  0.000416  0.002232     2.581
   1.32935  0.29409 -0.06184 -1.06725  0.001115  0.000430  0.002113     2.596
   1.34111  0.30585 -0.06155 -1.06624  0.001152  0.000442  0.002025     2.604
   1.35290  0.31763 -0.06117 -1.06465  0.001194  0.000455  0.001909     2.622
   1.36470  0.32943 -0.06072 -1.06307  0.001234  0.000468  0.001819     2.634
   1.37654  0.34125 -0.06020 -1.06099  0.001280  0.000482  0.001707     2.655
   1.38839  0.35309 -0.05962 -1.05895  0.001322  0.000495  0.001620     2.670
   1.40027  0.36495 -0.05897 -1.05670  0.001367  0.000508  0.001532     2.688
   1.41217  0.37682 -0.05827 -1.05428  0.001413  0.000522  0.001444     2.707
   1.42408  0.38872 -0.05751 -1.05186  0.001457  0.000535  0.001369     2.723
   1.43602  0.40063 -0.05671 -1.04927  0.001505  0.000549  0.001291     2.742
   1.44797  0.41255 -0.05585 -1.04674  0.001549  0.000562  0.001227     2.757
   1.45995  0.42449 -0.05496 -1.04401  0.001599  0.000576  0.001154     2.778
   1.47194  0.43644 -0.05402 -1.04135  0.001646  0.000589  0.001094     2.795
   1.48394  0.44841 -0.05304 -1.03869  0.001692  0.000602  0.001039     2.811
   1.49596  0.46038 -0.05203 -1.03595  0.001742  0.000616  0.000981     2.830
   1.50799  0.47237 -0.05099 -1.03326  0.001790  0.000629  0.000931     2.846
   1.52003  0.48436 -0.04992 -1.03062  0.001836  0.000642  0.000886     2.861
   1.53209  0.49637 -0.04882 -1.02799  0.001883  0.000655  0.000844     2.876
   1.54415  0.50838 -0.04770 -1.02535  0.001932  0.000668  0.000801     2.893
   1.55622  0.52040 -0.04655 -1.02277  0.001979  0.000681  0.000763     2.908
   1.56831  0.53243 -0.04538 -1.02022  0.002026  0.000693  0.000728     2.922
   1.58041  0.54447 -0.04419 -1.01770  0.002073  0.000706  0.000695     2.937
   1.59252  0.55652 -0.04298 -1.01529  0.002117  0.000718  0.000669     2.947
   1.60464  0.56858 -0.04176 -1.01295  0.002159  0.000730  0.000646     2.955
   1.61678  0.58065 -0.04053 -1.01075  0.002196  0.000742  0.000630     2.959
   1.62892  0.59273 -0.03929 -1.00873  0.002226  0.000753  0.000623     2.956
   1.64107  0.60481 -0.03804 -1.00694  0.002248  0.000764  0.000627     2.944
   1.65323  0.61691 -0.03678 -1.00545  0.002259  0.000773  0.000644     2.922
   1.66539  0.62901 -0.03551 -1.00456  0.002247  0.000781  0.000688     2.879
   1.67757  0.64111 -0.03425 -1.00027  0.002186  0.000801  0.000863     2.727
   1.68975  0.65323 -0.03297 -0.99384  0.002083  0.000832  0.001168     2.503
   1.70192  0.66534 -0.03170 -0.98681  0.001962  0.000867  0.001560     2.264
   1.71410  0.67745 -0.03043 -0.98069  0.001845  0.000901  0.001983     2.049
   1.72627  0.68956 -0.02917 -0.97592  0.001752  0.000932  0.002419     1.879
   1.73844  0.70165 -0.02790 -0.97258  0.001688  0.000962  0.002913     1.755
   1.75059  0.71374 -0.02665 -0.97020  0.001653  0.000991  0.003310     1.668
   1.76274  0.72582 -0.02540 -0.96837  0.001639  0.001020  0.003608     1.607
   1.77488  0.73790 -0.02416 -0.96678  0.001643  0.001050  0.003820     1.564
   1.78701  0.74997 -0.02293 -0.96528  0.001659  0.001081  0.003964     1.534
   1.79914  0.76204 -0.02171 -0.96388  0.001683  0.001113  0.004057     1.512
   1.81127  0.77411 -0.02051 -0.96244  0.001715  0.001146  0.004110     1.497
   1.82339  0.78617 -0.01931 -0.96100  0.001751  0.001179  0.004135     1.485
   1.83550  0.79823 -0.01813 -0.95974  0.001789  0.001211  0.004145     1.477
   1.84761  0.81028 -0.01697 -0.95827  0.001832  0.001245  0.004133     1.471
   1.85971  0.82233 -0.01582 -0.95704  0.001875  0.001278  0.004118     1.467
   1.87181  0.83437 -0.01469 -0.95574  0.001920  0.001311  0.004094     1.464
   1.88390  0.84641 -0.01358 -0.95456  0.001964  0.001344  0.004067     1.462
   1.89598  0.85844 -0.01249 -0.95361  0.002008  0.001376  0.004042     1.459
   1.90806  0.87047 -0.01142 -0.95277  0.002051  0.001407  0.004016     1.458
   1.92015  0.88251 -0.01036 -0.95220  0.002091  0.001436  0.003995     1.456
   1.93224  0.89456 -0.00933 -0.95158  0.002133  0.001466  0.003971     1.455
   1.94435  0.90663 -0.00830 -0.95121  0.002173  0.001495  0.003951     1.454
   1.95645  0.91868 -0.00729 -0.95088  0.002212  0.001523  0.003931     1.453
   1.96847  0.93066 -0.00629 -0.95124  0.002244  0.001547  0.003926     1.451
   1.98034  0.94249 -0.00529 -0.95066  0.002286  0.001576  0.003897     1.451
   1.99201  0.95411 -0.00426 -0.94787  0.002353  0.001617  0.003817     1.455
   2.00339  0.96544 -0.00318 -0.94148  0.002463  0.001679  0.003657     1.467
   2.01428  0.97628 -0.00209 -0.93021  0.002640  0.001774  0.003397     1.488
   2.02431  0.98626 -0.00108 -0.91615  0.002868  0.001890  0.003090     1.517
   2.03304  0.99495 -0.00032 -0.90381  0.003086  0.001999  0.002837     1.544
   2.03809  1.00000  0.00000 -0.89151  0.003321  0.002108  0.002585     1.576
   2.03809  1.00010 -0.00000  0.89151  0.012045  0.007124  0.000000     1.691
   2.04315  1.00516  0.00001  0.90586  0.010901  0.006720  0.000000     1.622
   2.04890  1.01090  0.00004  0.91332  0.010338  0.006524  0.000000     1.585
   2.05543  1.01744  0.00008  0.91992  0.009867  0.006359  0.000000     1.552
   2.06286  1.02486  0.00014  0.92589  0.009456  0.006215  0.000000     1.521
   2.07130  1.03331  0.00022  0.93142  0.009087  0.006087  0.000000     1.493
   2.08090  1.04291  0.00033  0.93661  0.008750  0.005970  0.000000     1.466
   2.09182  1.05382  0.00047  0.94149  0.008439  0.005864  0.000000     1.439
   2.10422  1.06622  0.00065  0.94611  0.008149  0.005766  0.000000     1.413
   2.11833  1.08033  0.00087  0.95046  0.007877  0.005677  0.000000     1.387
   2.13436  1.09636  0.00115  0.95458  0.007621  0.005595  0.000000     1.362
   2.15259  1.11459  0.00150  0.95847  0.007379  0.005519  0.000000     1.337
   2.17331  1.13531  0.00193  0.96215  0.007150  0.005449  0.000000     1.312
   2.19687  1.15886  0.00245  0.96563  0.006934  0.005385  0.000000     1.288
   2.22366  1.18563  0.00309  0.96891  0.006729  0.005325  0.000000     1.264
   2.25411  1.21607  0.00387  0.97199  0.006536  0.005271  0.000000     1.240
   2.28872  1.25068  0.00482  0.97488  0.006355  0.005220  0.000000     1.217
   2.32807  1.29001  0.00598  0.97759  0.006186  0.005174  0.000000     1.196
   2.37281  1.33473  0.00737  0.98011  0.006028  0.005132  0.000000     1.175
   2.42367  1.38556  0.00904  0.98244  0.005884  0.005093  0.000000     1.155
   2.48149  1.44334  0.01106  0.98459  0.005751  0.005058  0.000000     1.137
   2.54722  1.50903  0.01347  0.98656  0.005631  0.005027  0.000000     1.120
   2.62195  1.58370  0.01635  0.98835  0.005524  0.004999  0.000000     1.105
   2.70690  1.66858  0.01979  0.98996  0.005429  0.004974  0.000000     1.092
   2.80348  1.76508  0.02388  0.99139  0.005346  0.004951  0.000000     1.080
   2.91327  1.87476  0.02874  0.99266  0.005273  0.004932  0.000000     1.069
   3.03809  1.99945  0.03448  0.99399  0.005207  0.004912  0.000000     1.060
