#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.91007  0.09159  0.03023  1.37883  0.001224  0.000326  0.000095     3.755
   0.92084  0.08091  0.02884  1.39435  0.001202  0.000305 -0.000124     3.936
   0.93143  0.07043  0.02731  1.41200  0.001148  0.000284 -0.000255     4.045
   0.94175  0.06024  0.02563  1.43204  0.001065  0.000261 -0.000315     4.077
   0.95166  0.05050  0.02380  1.45503  0.000960  0.000238 -0.000301     4.035
   0.96093  0.04144  0.02185  1.48148  0.000841  0.000214 -0.000176     3.928
   0.96927  0.03334  0.01985  1.51153  0.000719  0.000190  0.000133     3.773
   0.97644  0.02645  0.01788  1.54468  0.000602  0.000168  0.000738     3.591
   0.98238  0.02081  0.01602  1.57986  0.000502  0.000147  0.001693     3.417
   0.98722  0.01629  0.01430  1.61606  0.000415  0.000128  0.003192     3.245
   0.99117  0.01267  0.01271  1.65216  0.000345  0.000111  0.005208     3.099
   0.99444  0.00975  0.01122  1.68757  0.000286  0.000096  0.007993     2.966
   0.99720  0.00738  0.00982  1.72110  0.000236  0.000083  0.011820     2.842
   0.99957  0.00543  0.00847  1.75056  0.000194  0.000071  0.017016     2.727
   1.00165  0.00383  0.00715  1.77198  0.000159  0.000061  0.023749     2.625
   1.00349  0.00253  0.00584  1.77908  0.000130  0.000051  0.032727     2.524
   1.00515  0.00151  0.00453  1.75977  0.000107  0.000044  0.043341     2.435
   1.00666  0.00075  0.00322  1.69966  0.000089  0.000038  0.053925     2.362
   1.00806  0.00026  0.00191  1.58424  0.000077  0.000033  0.062355     2.294
   1.00937  0.00003  0.00062  1.41085  0.000070  0.000031  0.062925     2.257
   1.01062  0.00003 -0.00062  1.19799  0.000067  0.000030  0.057369     2.227
   1.01193  0.00026 -0.00191  0.95042  0.000068  0.000030  0.045328     2.222
   1.01333  0.00075 -0.00322  0.68792  0.000071  0.000032  0.032126     2.194
   1.01484  0.00151 -0.00453  0.44286  0.000079  0.000036  0.017942     2.227
   1.01650  0.00253 -0.00584  0.22686  0.000085  0.000038  0.008679     2.211
   1.01834  0.00383 -0.00715  0.04504  0.000107  0.000048  0.001341     2.230
   1.02042  0.00543 -0.00847 -0.10646  0.000107  0.000048  0.003170     2.230
   1.02279  0.00738 -0.00982 -0.23624  0.000132  0.000058  0.005472     2.278
   1.02555  0.00975 -0.01122 -0.34482  0.000147  0.000066  0.007428     2.241
   1.02882  0.01267 -0.01271 -0.44004  0.000171  0.000074  0.007758     2.296
   1.03277  0.01629 -0.01430 -0.52233  0.000193  0.000085  0.008238     2.284
   1.03761  0.02081 -0.01602 -0.59562  0.000223  0.000096  0.007911     2.314
   1.04355  0.02645 -0.01788 -0.65959  0.000254  0.000110  0.007623     2.321
   1.05072  0.03334 -0.01985 -0.71512  0.000291  0.000125  0.007095     2.339
   1.05906  0.04144 -0.02185 -0.76153  0.000331  0.000141  0.006573     2.352
   1.06833  0.05050 -0.02380 -0.79930  0.000372  0.000157  0.006054     2.365
   1.07824  0.06024 -0.02563 -0.82988  0.000412  0.000174  0.005616     2.375
   1.08856  0.07043 -0.02731 -0.85465  0.000452  0.000190  0.005222     2.385
   1.09915  0.08091 -0.02884 -0.87475  0.000491  0.000205  0.004872     2.394
   1.10992  0.09159 -0.03023 -0.89132  0.000529  0.000220  0.004573     2.402
   1.12083  0.10242 -0.03149 -0.90547  0.000565  0.000235  0.004334     2.407
   1.13183  0.11336 -0.03262 -0.91715  0.000601  0.000249  0.004081     2.417
   1.14291  0.12439 -0.03365 -0.92743  0.000635  0.000262  0.003898     2.420
   1.15405  0.13549 -0.03457 -0.93610  0.000669  0.000275  0.003701     2.428
   1.16524  0.14665 -0.03540 -0.94372  0.000701  0.000288  0.003541     2.433
   1.17648  0.15787 -0.03615 -0.95033  0.000734  0.000301  0.003387     2.439
   1.18775  0.16912 -0.03681 -0.95620  0.000765  0.000313  0.003254     2.444
   1.19905  0.18041 -0.03740 -0.96136  0.000796  0.000325  0.003128     2.449
   1.21039  0.19173 -0.03791 -0.96597  0.000826  0.000337  0.003015     2.453
   1.22174  0.20308 -0.03837 -0.96988  0.000857  0.000348  0.002895     2.460
   1.23312  0.21445 -0.03876 -0.97354  0.000886  0.000360  0.002803     2.463
   1.24452  0.22584 -0.03909 -0.97675  0.000915  0.000371  0.002710     2.468
   1.25593  0.23725 -0.03936 -0.97959  0.000944  0.000382  0.002620     2.473
   1.26736  0.24868 -0.03959 -0.98208  0.000973  0.000393  0.002534     2.478
   1.27881  0.26013 -0.03976 -0.98440  0.001001  0.000403  0.002462     2.481
   1.29027  0.27158 -0.03989 -0.98643  0.001029  0.000414  0.002389     2.486
   1.30174  0.28305 -0.03997 -0.98816  0.001057  0.000424  0.002315     2.491
   1.31322  0.29454 -0.04001 -0.98974  0.001085  0.000435  0.002250     2.495
   1.32471  0.30603 -0.04001 -0.99115  0.001112  0.000445  0.002189     2.499
   1.33622  0.31753 -0.03997 -0.99230  0.001140  0.000455  0.002123     2.505
   1.34773  0.32904 -0.03989 -0.99349  0.001166  0.000465  0.002076     2.507
   1.35925  0.34056 -0.03978 -0.99440  0.001193  0.000475  0.002019     2.512
   1.37077  0.35209 -0.03963 -0.99528  0.001219  0.000485  0.001971     2.515
   1.38231  0.36362 -0.03945 -0.99589  0.001247  0.000495  0.001915     2.522
   1.39385  0.37516 -0.03924 -0.99651  0.001273  0.000504  0.001870     2.525
   1.40540  0.38670 -0.03900 -0.99703  0.001299  0.000514  0.001826     2.529
   1.41695  0.39826 -0.03873 -0.99741  0.001326  0.000523  0.001781     2.533
   1.42851  0.40981 -0.03843 -0.99782  0.001350  0.000533  0.001745     2.536
   1.44008  0.42137 -0.03811 -0.99801  0.001378  0.000542  0.001700     2.541
   1.45165  0.43294 -0.03776 -0.99823  0.001403  0.000551  0.001664     2.545
   1.46323  0.44451 -0.03739 -0.99834  0.001429  0.000561  0.001626     2.549
   1.47481  0.45608 -0.03699 -0.99836  0.001455  0.000570  0.001588     2.554
   1.48639  0.46766 -0.03658 -0.99842  0.001480  0.000579  0.001558     2.556
   1.49798  0.47924 -0.03613 -0.99838  0.001505  0.000588  0.001524     2.560
   1.50957  0.49083 -0.03567 -0.99825  0.001531  0.000597  0.001490     2.565
   1.52117  0.50241 -0.03519 -0.99809  0.001557  0.000606  0.001458     2.569
   1.53277  0.51400 -0.03469 -0.99798  0.001581  0.000615  0.001433     2.571
   1.54438  0.52559 -0.03417 -0.99770  0.001607  0.000624  0.001400     2.577
   1.55598  0.53719 -0.03363 -0.99750  0.001631  0.000632  0.001375     2.579
   1.56759  0.54879 -0.03308 -0.99711  0.001659  0.000642  0.001342     2.586
   1.57920  0.56038 -0.03250 -0.99689  0.001681  0.000650  0.001322     2.587
   1.59082  0.57198 -0.03191 -0.99642  0.001709  0.000659  0.001290     2.594
   1.60244  0.58359 -0.03131 -0.99611  0.001732  0.000667  0.001270     2.595
   1.61406  0.59519 -0.03068 -0.99561  0.001760  0.000676  0.001241     2.602
   1.62568  0.60679 -0.03005 -0.99521  0.001784  0.000685  0.001220     2.604
   1.63730  0.61840 -0.02940 -0.99465  0.001811  0.000694  0.001192     2.611
   1.64893  0.63001 -0.02873 -0.99418  0.001835  0.000702  0.001172     2.614
   1.66056  0.64161 -0.02805 -0.99363  0.001861  0.000711  0.001148     2.619
   1.67219  0.65322 -0.02736 -0.99301  0.001888  0.000720  0.001123     2.624
   1.68382  0.66483 -0.02665 -0.99244  0.001914  0.000728  0.001103     2.628
   1.69545  0.67644 -0.02593 -0.99177  0.001941  0.000737  0.001079     2.634
   1.70708  0.68805 -0.02519 -0.99100  0.001971  0.000746  0.001051     2.643
   1.71871  0.69966 -0.02445 -0.99027  0.001998  0.000755  0.001029     2.649
   1.73035  0.71127 -0.02369 -0.98955  0.002025  0.000763  0.001008     2.654
   1.74198  0.72288 -0.02292 -0.98865  0.002057  0.000772  0.000981     2.663
   1.75362  0.73449 -0.02213 -0.98782  0.002086  0.000781  0.000958     2.670
   1.76526  0.74610 -0.02134 -0.98689  0.002117  0.000790  0.000933     2.679
   1.77689  0.75771 -0.02053 -0.98590  0.002150  0.000799  0.000907     2.689
   1.78853  0.76932 -0.01971 -0.98488  0.002183  0.000809  0.000881     2.700
   1.80017  0.78092 -0.01888 -0.98371  0.002221  0.000818  0.000850     2.713
   1.81181  0.79253 -0.01804 -0.98253  0.002258  0.000828  0.000821     2.727
   1.82344  0.80414 -0.01718 -0.98120  0.002301  0.000838  0.000787     2.744
   1.83508  0.81574 -0.01631 -0.97980  0.002345  0.000849  0.000752     2.763
   1.84672  0.82735 -0.01543 -0.97838  0.002390  0.000859  0.000720     2.782
   1.85835  0.83895 -0.01454 -0.97671  0.002445  0.000870  0.000678     2.809
   1.86999  0.85055 -0.01364 -0.97498  0.002503  0.000882  0.000635     2.838
   1.88163  0.86215 -0.01273 -0.97311  0.002568  0.000894  0.000589     2.872
   1.89326  0.87375 -0.01180 -0.97111  0.002641  0.000907  0.000539     2.913
   1.90490  0.88534 -0.01086 -0.96894  0.002726  0.000920  0.000483     2.963
   1.91653  0.89694 -0.00991 -0.96664  0.002823  0.000934  0.000423     3.024
   1.92816  0.90853 -0.00894 -0.96423  0.002936  0.000948  0.000358     3.097
   1.93979  0.92011 -0.00796 -0.96171  0.003072  0.000963  0.000287     3.191
   1.95141  0.93170 -0.00697 -0.95919  0.003232  0.000978  0.000213     3.305
   1.96302  0.94326 -0.00597 -0.95677  0.003415  0.000992  0.000140     3.442
   1.97458  0.95478 -0.00496 -0.95449  0.003640  0.001006  0.000066     3.618
   1.98600  0.96615 -0.00394 -0.95252  0.003883  0.001018  0.000004     3.814
   1.99703  0.97713 -0.00295 -0.95085  0.004161  0.001029 -0.000047     4.044
   2.00709  0.98716 -0.00203 -0.94950  0.004444  0.001037 -0.000083     4.284
   2.01548  0.99551 -0.00126 -0.94845  0.004694  0.001044 -0.000103     4.495
   2.01999  1.00000 -0.00084 -0.94792  0.004797  0.001048 -0.000108     4.578
   2.01999  1.00010 -0.00000  0.94792  0.013793  0.005540  0.000000     2.490
   2.02450  1.00461  0.00001  0.93814  0.013427  0.005799  0.000000     2.315
   2.02965  1.00976  0.00003  0.93912  0.012904  0.005774  0.000000     2.235
   2.03555  1.01566  0.00006  0.94039  0.012366  0.005741  0.000000     2.154
   2.04229  1.02240  0.00011  0.94201  0.011817  0.005701  0.000000     2.073
   2.05001  1.03012  0.00019  0.94398  0.011261  0.005653  0.000000     1.992
   2.05883  1.03894  0.00028  0.94630  0.010706  0.005598  0.000000     1.912
   2.06893  1.04904  0.00040  0.94897  0.010158  0.005537  0.000000     1.834
   2.08047  1.06058  0.00056  0.95192  0.009624  0.005472  0.000000     1.759
   2.09368  1.07378  0.00077  0.95510  0.009111  0.005405  0.000000     1.686
   2.10878  1.08889  0.00102  0.95842  0.008625  0.005337  0.000000     1.616
   2.12606  1.10616  0.00134  0.96181  0.008169  0.005270  0.000000     1.550
   2.14583  1.12592  0.00174  0.96518  0.007745  0.005205  0.000000     1.488
   2.16843  1.14852  0.00223  0.96848  0.007356  0.005144  0.000000     1.430
   2.19429  1.17437  0.00284  0.97167  0.007002  0.005087  0.000000     1.376
   2.22386  1.20393  0.00358  0.97469  0.006681  0.005034  0.000000     1.327
   2.25769  1.23775  0.00450  0.97754  0.006394  0.004986  0.000000     1.282
   2.29638  1.27643  0.00562  0.98019  0.006138  0.004942  0.000000     1.242
   2.34064  1.32067  0.00699  0.98264  0.005912  0.004903  0.000000     1.206
   2.39127  1.37126  0.00865  0.98487  0.005714  0.004867  0.000000     1.174
   2.44917  1.42913  0.01066  0.98691  0.005543  0.004836  0.000000     1.146
   2.51540  1.49532  0.01309  0.98874  0.005397  0.004808  0.000000     1.123
   2.59116  1.57102  0.01602  0.99037  0.005272  0.004783  0.000000     1.102
   2.67782  1.65761  0.01954  0.99182  0.005168  0.004761  0.000000     1.085
   2.77694  1.75664  0.02375  0.99310  0.005081  0.004742  0.000000     1.071
   2.89031  1.86990  0.02879  0.99420  0.005009  0.004726  0.000000     1.060
   3.01999  1.99944  0.03480  0.99535  0.004948  0.004710  0.000000     1.051
