#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.98254  0.03030  0.02699  1.46787  0.000395  0.000151  0.008055     2.611
   0.99070  0.02315  0.02305  1.47313  0.000339  0.000132  0.009944     2.564
   0.99712  0.01771  0.01964  1.47041  0.000282  0.000116  0.013722     2.434
   1.00255  0.01330  0.01645  1.44374  0.000246  0.000105  0.017003     2.338
   1.00741  0.00957  0.01335  1.39906  0.000242  0.000100  0.015351     2.425
   1.01146  0.00658  0.01061  1.38269  0.000255  0.000092  0.009549     2.779
   1.01460  0.00433  0.00842  1.41249  0.000216  0.000075  0.010207     2.869
   1.01705  0.00270  0.00660  1.44772  0.000153  0.000059  0.020501     2.611
   1.01905  0.00155  0.00496  1.44257  0.000114  0.000047  0.033348     2.433
   1.02079  0.00079  0.00339  1.36579  0.000091  0.000040  0.045642     2.289
   1.02243  0.00034  0.00182  1.21886  0.000083  0.000036  0.043942     2.299
   1.02400  0.00018  0.00025  1.02990  0.000074  0.000033  0.044815     2.221
   1.02549  0.00032 -0.00123  0.81843  0.000071  0.000030  0.033704     2.330
   1.02692  0.00077 -0.00259  0.55447  0.000058  0.000027  0.031325     2.193
   1.02835  0.00159 -0.00376  0.24138  0.000071  0.000032  0.010814     2.230
   1.02995  0.00282 -0.00478 -0.02327  0.000071  0.000032  0.001042     2.230
   1.03190  0.00454 -0.00570 -0.21007  0.000108  0.000048  0.006007     2.264
   1.03441  0.00688 -0.00660 -0.32932  0.000139  0.000061  0.007213     2.282
   1.03766  0.00996 -0.00764 -0.43403  0.000161  0.000071  0.008337     2.267
   1.04185  0.01398 -0.00880 -0.53325  0.000185  0.000081  0.008717     2.289
   1.04676  0.01877 -0.00992 -0.61206  0.000217  0.000093  0.008348     2.316
   1.05236  0.02428 -0.01090 -0.66837  0.000256  0.000109  0.007445     2.353
   1.05933  0.03119 -0.01181 -0.71105  0.000304  0.000128  0.006481     2.381
   1.06889  0.04070 -0.01272 -0.74881  0.000361  0.000151  0.005694     2.392
   1.08078  0.05257 -0.01351 -0.78204  0.000418  0.000175  0.005125     2.394
   1.09279  0.06457 -0.01402 -0.80407  0.000478  0.000198  0.004476     2.422
   1.10505  0.07683 -0.01431 -0.81888  0.000537  0.000220  0.003979     2.441
   1.11805  0.08983 -0.01444 -0.83034  0.000593  0.000242  0.003615     2.451
   1.13152  0.10330 -0.01445 -0.84004  0.000644  0.000263  0.003364     2.453
   1.14502  0.11680 -0.01435 -0.84763  0.000695  0.000282  0.003115     2.462
   1.15849  0.13027 -0.01415 -0.85333  0.000746  0.000302  0.002886     2.474
   1.17206  0.14383 -0.01388 -0.85779  0.000795  0.000320  0.002694     2.484
   1.18576  0.15753 -0.01355 -0.86142  0.000842  0.000338  0.002535     2.491
   1.19955  0.17131 -0.01317 -0.86471  0.000885  0.000355  0.002418     2.492
   1.21337  0.18512 -0.01276 -0.86759  0.000927  0.000371  0.002310     2.495
   1.22719  0.19894 -0.01231 -0.87003  0.000968  0.000387  0.002209     2.499
   1.24102  0.21276 -0.01184 -0.87200  0.001009  0.000403  0.002108     2.505
   1.25488  0.22662 -0.01134 -0.87381  0.001048  0.000418  0.002030     2.508
   1.26878  0.24050 -0.01083 -0.87518  0.001089  0.000433  0.001942     2.515
   1.28270  0.25441 -0.01030 -0.87640  0.001127  0.000448  0.001870     2.519
   1.29665  0.26835 -0.00976 -0.87761  0.001162  0.000461  0.001815     2.519
   1.31060  0.28230 -0.00922 -0.87862  0.001198  0.000475  0.001757     2.522
   1.32457  0.29625 -0.00868 -0.87952  0.001233  0.000489  0.001704     2.525
   1.33854  0.31021 -0.00813 -0.88055  0.001264  0.000501  0.001669     2.522
   1.35250  0.32416 -0.00759 -0.88140  0.001296  0.000514  0.001627     2.524
   1.36646  0.33811 -0.00705 -0.88207  0.001330  0.000526  0.001580     2.527
   1.38042  0.35206 -0.00651 -0.88276  0.001361  0.000538  0.001543     2.528
   1.39436  0.36599 -0.00597 -0.88341  0.001392  0.000550  0.001510     2.529
   1.40830  0.37992 -0.00544 -0.88402  0.001421  0.000562  0.001478     2.530
   1.42224  0.39384 -0.00492 -0.88453  0.001452  0.000573  0.001444     2.532
   1.43616  0.40776 -0.00440 -0.88509  0.001480  0.000584  0.001418     2.532
   1.45009  0.42168 -0.00390 -0.88555  0.001509  0.000596  0.001389     2.533
   1.46401  0.43559 -0.00340 -0.88605  0.001536  0.000606  0.001366     2.533
   1.47792  0.44950 -0.00292 -0.88650  0.001563  0.000617  0.001342     2.534
   1.49184  0.46340 -0.00244 -0.88689  0.001590  0.000627  0.001318     2.535
   1.50574  0.47730 -0.00198 -0.88742  0.001614  0.000637  0.001303     2.533
   1.51965  0.49120 -0.00153 -0.88774  0.001642  0.000648  0.001277     2.535
   1.53355  0.50509 -0.00109 -0.88816  0.001666  0.000657  0.001260     2.535
   1.54745  0.51898 -0.00067 -0.88861  0.001689  0.000667  0.001246     2.533
   1.56134  0.53287 -0.00026 -0.88897  0.001714  0.000676  0.001227     2.534
   1.57524  0.54677  0.00013 -0.88946  0.001735  0.000685  0.001216     2.531
   1.58914  0.56066  0.00051 -0.88982  0.001759  0.000695  0.001199     2.532
   1.60303  0.57454  0.00088 -0.89024  0.001781  0.000704  0.001186     2.531
   1.61692  0.58843  0.00123 -0.89068  0.001802  0.000713  0.001174     2.530
   1.63080  0.60231  0.00156 -0.89104  0.001825  0.000721  0.001159     2.530
   1.64468  0.61619  0.00187 -0.89140  0.001848  0.000730  0.001146     2.530
   1.65856  0.63006  0.00217 -0.89174  0.001870  0.000739  0.001132     2.531
   1.67244  0.64393  0.00245 -0.89221  0.001888  0.000747  0.001125     2.528
   1.68631  0.65781  0.00271 -0.89257  0.001909  0.000755  0.001113     2.528
   1.70018  0.67168  0.00295 -0.89305  0.001927  0.000763  0.001107     2.525
   1.71405  0.68554  0.00318 -0.89345  0.001947  0.000771  0.001097     2.524
   1.72791  0.69940  0.00338 -0.89393  0.001964  0.000779  0.001091     2.522
   1.74176  0.71325  0.00356 -0.89427  0.001985  0.000787  0.001079     2.523
   1.75562  0.72710  0.00372 -0.89483  0.002000  0.000794  0.001076     2.519
   1.76947  0.74096  0.00385 -0.89537  0.002015  0.000801  0.001072     2.516
   1.78332  0.75481  0.00396 -0.89574  0.002035  0.000809  0.001061     2.517
   1.79717  0.76866  0.00405 -0.89637  0.002048  0.000815  0.001061     2.512
   1.81101  0.78250  0.00412 -0.89688  0.002064  0.000822  0.001055     2.510
   1.82485  0.79633  0.00416 -0.89735  0.002081  0.000829  0.001048     2.509
   1.83867  0.81015  0.00417 -0.89802  0.002092  0.000836  0.001049     2.504
   1.85248  0.82396  0.00415 -0.89866  0.002105  0.000842  0.001047     2.500
   1.86628  0.83777  0.00410 -0.89929  0.002118  0.000848  0.001045     2.497
   1.88008  0.85157  0.00402 -0.90005  0.002128  0.000854  0.001047     2.492
   1.89387  0.86536  0.00391 -0.90088  0.002136  0.000859  0.001051     2.486
   1.90764  0.87913  0.00376 -0.90180  0.002142  0.000864  0.001057     2.479
   1.92140  0.89288  0.00357 -0.90278  0.002148  0.000869  0.001063     2.472
   1.93513  0.90662  0.00334 -0.90396  0.002148  0.000873  0.001076     2.461
   1.94884  0.92032  0.00306 -0.90504  0.002153  0.000877  0.001082     2.455
   1.96251  0.93398  0.00273 -0.90660  0.002146  0.000880  0.001105     2.440
   1.97610  0.94757  0.00235 -0.90831  0.002137  0.000881  0.001129     2.424
   1.98954  0.96100  0.00191 -0.91029  0.002123  0.000882  0.001160     2.406
   2.00250  0.97395  0.00141 -0.91226  0.002111  0.000883  0.001187     2.391
   2.01421  0.98565  0.00087 -0.91474  0.002086  0.000881  0.001232     2.368
   2.02373  0.99516  0.00032 -0.91987  0.001997  0.000867  0.001377     2.303
   2.02859  1.00000  0.00000 -0.91886  0.002040  0.000875  0.001311     2.331
   2.02859  1.00010 -0.00001  0.91886  0.009177  0.005204  0.000000     1.764
   2.03344  1.00493 -0.00047  0.92838  0.008530  0.005007  0.000000     1.703
   2.03916  1.01063 -0.00096  0.93313  0.008194  0.004914  0.000000     1.667
   2.04592  1.01737 -0.00149  0.93742  0.007892  0.004832  0.000000     1.633
   2.05389  1.02531 -0.00208  0.94143  0.007611  0.004759  0.000000     1.599
   2.06329  1.03469 -0.00273  0.94528  0.007341  0.004689  0.000000     1.565
   2.07438  1.04577 -0.00343  0.94904  0.007078  0.004624  0.000000     1.531
   2.08747  1.05883 -0.00420  0.95271  0.006822  0.004562  0.000000     1.495
   2.10292  1.07426 -0.00502  0.95630  0.006570  0.004502  0.000000     1.459
   2.12114  1.09246 -0.00590  0.95981  0.006323  0.004446  0.000000     1.422
   2.14265  1.11394 -0.00684  0.96324  0.006083  0.004392  0.000000     1.385
   2.16802  1.13930 -0.00780  0.96657  0.005850  0.004342  0.000000     1.347
   2.19796  1.16922 -0.00878  0.96980  0.005625  0.004294  0.000000     1.310
   2.23328  1.20453 -0.00975  0.97291  0.005412  0.004249  0.000000     1.274
   2.27495  1.24619 -0.01066  0.97589  0.005212  0.004206  0.000000     1.239
   2.32413  1.29536 -0.01146  0.97871  0.005026  0.004168  0.000000     1.206
   2.38215  1.35338 -0.01208  0.98137  0.004857  0.004132  0.000000     1.176
   2.45061  1.42184 -0.01243  0.98385  0.004705  0.004099  0.000000     1.148
   2.53139  1.50262 -0.01240  0.98613  0.004572  0.004069  0.000000     1.124
   2.62670  1.59792 -0.01183  0.98819  0.004457  0.004043  0.000000     1.102
   2.73915  1.71037 -0.01056  0.99006  0.004360  0.004019  0.000000     1.085
   2.87184  1.84304 -0.00837  0.99170  0.004279  0.003999  0.000000     1.070
   3.02840  1.99957 -0.00500  0.99330  0.004210  0.003979  0.000000     1.058
