#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   1.42851  0.40981 -0.03843 -1.00091  0.001352  0.000533  0.001746     2.537
   1.44008  0.42137 -0.03811 -1.00109  0.001379  0.000542  0.001702     2.542
   1.45165  0.43294 -0.03776 -1.00130  0.001404  0.000552  0.001666     2.545
   1.46323  0.44451 -0.03739 -1.00140  0.001430  0.000561  0.001628     2.550
   1.47481  0.45608 -0.03699 -1.00142  0.001456  0.000570  0.001591     2.554
   1.48639  0.46766 -0.03658 -1.00147  0.001481  0.000579  0.001561     2.557
   1.49798  0.47924 -0.03613 -1.00143  0.001506  0.000588  0.001527     2.561
   1.50957  0.49083 -0.03567 -1.00131  0.001532  0.000597  0.001494     2.565
   1.52117  0.50241 -0.03519 -1.00115  0.001557  0.000606  0.001462     2.569
   1.53277  0.51400 -0.03469 -1.00104  0.001581  0.000615  0.001437     2.571
   1.54438  0.52559 -0.03417 -1.00077  0.001607  0.000624  0.001405     2.577
   1.55598  0.53719 -0.03363 -1.00058  0.001631  0.000632  0.001380     2.579
   1.56759  0.54879 -0.03308 -1.00019  0.001658  0.000642  0.001348     2.585
   1.57920  0.56038 -0.03250 -0.99999  0.001681  0.000650  0.001328     2.586
   1.59082  0.57198 -0.03191 -0.99953  0.001708  0.000659  0.001296     2.593
   1.60244  0.58359 -0.03131 -0.99924  0.001731  0.000667  0.001277     2.594
   1.61406  0.59519 -0.03068 -0.99876  0.001758  0.000676  0.001248     2.600
   1.62568  0.60679 -0.03005 -0.99839  0.001781  0.000684  0.001228     2.603
   1.63730  0.61840 -0.02940 -0.99785  0.001808  0.000693  0.001200     2.609
   1.64893  0.63001 -0.02873 -0.99741  0.001832  0.000702  0.001181     2.611
   1.66056  0.64161 -0.02805 -0.99689  0.001858  0.000710  0.001158     2.616
   1.67219  0.65322 -0.02736 -0.99631  0.001884  0.000719  0.001134     2.621
   1.68382  0.66483 -0.02665 -0.99578  0.001908  0.000727  0.001114     2.624
   1.69545  0.67644 -0.02593 -0.99515  0.001935  0.000736  0.001091     2.630
   1.70708  0.68805 -0.02519 -0.99443  0.001964  0.000745  0.001065     2.638
   1.71871  0.69966 -0.02445 -0.99376  0.001990  0.000753  0.001044     2.643
   1.73035  0.71127 -0.02369 -0.99310  0.002016  0.000762  0.001025     2.647
   1.74198  0.72288 -0.02292 -0.99227  0.002046  0.000771  0.000998     2.656
   1.75362  0.73449 -0.02213 -0.99151  0.002074  0.000779  0.000977     2.662
   1.76526  0.74610 -0.02134 -0.99066  0.002103  0.000788  0.000954     2.669
   1.77689  0.75771 -0.02053 -0.98976  0.002134  0.000797  0.000930     2.678
   1.78853  0.76932 -0.01971 -0.98884  0.002165  0.000806  0.000906     2.686
   1.80017  0.78092 -0.01888 -0.98779  0.002200  0.000815  0.000878     2.698
   1.81181  0.79253 -0.01804 -0.98674  0.002234  0.000825  0.000852     2.709
   1.82344  0.80414 -0.01718 -0.98555  0.002272  0.000834  0.000822     2.723
   1.83508  0.81574 -0.01631 -0.98430  0.002312  0.000844  0.000791     2.739
   1.84672  0.82735 -0.01543 -0.98307  0.002350  0.000854  0.000764     2.753
   1.85835  0.83895 -0.01454 -0.98160  0.002398  0.000864  0.000727     2.774
   1.86999  0.85055 -0.01364 -0.98008  0.002448  0.000875  0.000690     2.797
   1.88163  0.86215 -0.01273 -0.97847  0.002501  0.000886  0.000652     2.822
   1.89326  0.87375 -0.01180 -0.97672  0.002561  0.000898  0.000610     2.852
   1.90490  0.88534 -0.01086 -0.97484  0.002628  0.000910  0.000564     2.888
   1.91653  0.89694 -0.00991 -0.97283  0.002704  0.000922  0.000514     2.931
   1.92816  0.90853 -0.00894 -0.97070  0.002789  0.000936  0.000460     2.981
   1.93979  0.92011 -0.00796 -0.96841  0.002890  0.000949  0.000400     3.045
   1.95141  0.93170 -0.00697 -0.96604  0.003006  0.000964  0.000337     3.120
   1.96302  0.94326 -0.00597 -0.96367  0.003135  0.000978  0.000273     3.206
   1.97458  0.95478 -0.00496 -0.96124  0.003293  0.000992  0.000203     3.319
   1.98600  0.96615 -0.00394 -0.95900  0.003457  0.001006  0.000141     3.437
   1.99703  0.97713 -0.00295 -0.95694  0.003641  0.001019  0.000081     3.575
   2.00709  0.98716 -0.00203 -0.95523  0.003818  0.001029  0.000035     3.709
   2.01548  0.99551 -0.00126 -0.94767  0.003958  0.001077  0.000043     3.675
   2.01999  1.00000 -0.00084 -0.94135  0.004008  0.001118  0.000070     3.584
   2.01999  1.00010 -0.00000  0.94135  0.013783  0.006030  0.000000     2.286
   2.02450  1.00461  0.00001  0.93003  0.013404  0.006345  0.000000     2.113
   2.02965  1.00976  0.00003  0.93252  0.012862  0.006276  0.000000     2.049
   2.03555  1.01566  0.00006  0.93522  0.012326  0.006203  0.000000     1.987
   2.04229  1.02240  0.00011  0.93815  0.011796  0.006127  0.000000     1.925
   2.05001  1.03012  0.00019  0.94131  0.011274  0.006048  0.000000     1.864
   2.05883  1.03894  0.00028  0.94465  0.010765  0.005966  0.000000     1.804
   2.06893  1.04904  0.00040  0.94815  0.010269  0.005883  0.000000     1.746
   2.08047  1.06058  0.00056  0.95174  0.009793  0.005801  0.000000     1.688
   2.09368  1.07378  0.00077  0.95537  0.009337  0.005721  0.000000     1.632
   2.10878  1.08889  0.00102  0.95898  0.008904  0.005643  0.000000     1.578
   2.12606  1.10616  0.00134  0.96252  0.008495  0.005570  0.000000     1.525
   2.14583  1.12592  0.00174  0.96595  0.008112  0.005501  0.000000     1.475
   2.16843  1.14852  0.00223  0.96924  0.007755  0.005437  0.000000     1.426
   2.19429  1.17437  0.00284  0.97236  0.007423  0.005378  0.000000     1.380
   2.22386  1.20393  0.00358  0.97530  0.007117  0.005324  0.000000     1.337
   2.25769  1.23775  0.00450  0.97805  0.006836  0.005274  0.000000     1.296
   2.29638  1.27643  0.00562  0.98061  0.006581  0.005229  0.000000     1.259
   2.34064  1.32067  0.00699  0.98297  0.006351  0.005189  0.000000     1.224
   2.39127  1.37126  0.00865  0.98514  0.006145  0.005152  0.000000     1.193
   2.44917  1.42913  0.01066  0.98711  0.005962  0.005119  0.000000     1.165
   2.51540  1.49532  0.01309  0.98889  0.005803  0.005090  0.000000     1.140
   2.59116  1.57102  0.01602  0.99049  0.005664  0.005065  0.000000     1.118
   2.67782  1.65761  0.01954  0.99191  0.005546  0.005042  0.000000     1.100
   2.77694  1.75664  0.02375  0.99316  0.005445  0.005023  0.000000     1.084
   2.89031  1.86990  0.02879  0.99424  0.005361  0.005006  0.000000     1.071
   3.01999  1.99944  0.03480  0.99542  0.005287  0.004988  0.000000     1.060
